Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,40.439999,41.740002,40.439999,41.720001,28.455338,14156500
2018-01-03,41.830002,41.880001,41.299999,41.470001,28.284828,12744200
2018-01-04,41.810001,42.369999,41.520000,41.639999,28.400772,18433000
2018-01-05,41.570000,42.290001,41.310001,42.290001,28.844110,15251300
2018-01-08,42.400002,43.230000,42.400002,43.230000,29.485237,14542800
2018-01-09,43.580002,43.750000,42.930000,43.070000,29.376114,15986200
2018-01-10,42.740002,42.950001,42.419998,42.470001,28.966879,12149500
2018-01-11,42.599998,43.299999,42.599998,43.299999,29.532986,10236300
2018-01-12,42.950001,43.660000,42.750000,43.549999,29.703499,15014300
2018-01-15,43.500000,43.720001,43.270000,43.470001,29.648930,7253400
2018-01-16,42.980000,43.139999,42.299999,42.299999,28.850927,20121900
2018-01-17,42.400002,43.220001,42.360001,43.150002,29.430679,16490700
2018-01-18,43.500000,43.610001,42.680000,42.860001,29.232883,10772100
2018-01-19,43.200001,43.400002,42.599998,42.880001,29.246527,11173100
2018-01-22,43.099998,43.160000,42.220001,42.650002,29.089649,11580900
2018-01-23,41.990002,42.110001,40.810001,40.930000,27.916517,22075600
2018-01-24,41.209999,42.130001,41.139999,41.779999,28.496262,22096600
2018-01-25,41.779999,41.779999,41.779999,41.779999,28.496262,0
2018-01-26,41.849998,41.880001,40.709999,41.430000,28.257544,19259500
2018-01-29,41.099998,42.240002,41.040001,41.889999,28.571283,16752900
2018-01-30,41.700001,41.959999,41.230000,41.470001,28.284828,13180300
2018-01-31,41.750000,42.680000,41.450001,41.450001,28.271181,22859700
2018-02-01,41.599998,42.470001,41.570000,41.790001,28.503084,21949700
2018-02-02,41.650002,41.650002,40.750000,40.799999,27.827847,17892300
2018-02-05,40.599998,42.040001,40.330002,40.349998,27.520924,22452800
2018-02-06,40.009998,42.470001,39.930000,42.470001,28.966879,26037000
2018-02-07,42.430000,42.720001,41.700001,41.709999,28.448523,20560700
2018-02-08,41.689999,42.130001,41.070000,41.590000,28.366673,18928800
2018-02-09,41.400002,42.400002,41.029999,42.000000,28.646311,22760500
2018-02-14,43.400002,44.549999,43.259998,44.509998,30.358273,25905800
2018-02-15,45.009998,45.959999,44.950001,45.950001,31.340431,31043100
2018-02-16,45.820000,46.189999,45.470001,46.029999,31.394995,21107300
2018-02-19,46.099998,46.799999,45.959999,46.450001,31.681459,12756100
2018-02-20,46.049999,46.450001,45.240002,45.509998,31.040331,18417600
2018-02-21,45.509998,45.959999,44.709999,44.799999,30.556072,24312600
2018-02-22,45.230000,45.680000,45.119999,45.669998,31.149454,14081800
2018-02-23,46.000000,46.410000,45.650002,46.080002,31.429102,17489800
2018-02-26,46.740002,47.400002,46.689999,47.400002,32.329411,20374600
2018-02-27,47.470001,47.599998,46.709999,47.330002,32.281673,15063400
2018-02-28,46.990002,47.090000,44.650002,45.049999,30.726585,39459100
2018-03-01,45.209999,45.630001,43.970001,44.450001,30.317348,25776000
2018-03-02,43.799999,43.880001,42.740002,43.750000,29.839911,25236200
2018-03-05,43.480000,43.939999,42.880001,43.700001,29.805811,16100600
2018-03-06,44.500000,44.919998,43.419998,43.490002,29.662579,22342000
2018-03-07,42.509998,43.020000,42.200001,42.849998,29.558077,19334700
